"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"FEMINIST ECONOMICS","1354-5701","1466-4372","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Women'S Studies | Economics"
"FEMINISTISCHE STUDIEN","0723-5186","2365-9920","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","German","Women'S Studies"
"FEMINIST LEGAL STUDIES","0966-3622","1572-8455","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Women'S Studies | Law"
"FEMINIST MEDIA STUDIES","1468-0777","1471-5902","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Communication | Women'S Studies"
"FEMINIST REVIEW","0141-7789","1466-4380","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Women'S Studies"
"FEMINIST STUDIES","0046-3663","2153-3873","FEMINIST STUD INC","UNIV MARYLAND, 0103 TALIAFERRO, COLLEGE PK, USA, MD, 20742","English","Women'S Studies"
"FEMINIST THEORY","1464-7001","1741-2773","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Women'S Studies"
"FIELD METHODS","1525-822X","1552-3969","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Anthropology | Social Sciences, Interdisciplinary"
"FILOSOFIJA-SOCIOLOGIJA","0235-7186","0235-7186","LITHUANIAN ACAD SCIENCES","AKADEMIJOS ST.2, VILNIUS, LITHUANIA, 232600","Multi-Language","Sociology"
"FINANCE AND STOCHASTICS","0949-2984","1432-1122","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Business, Finance | Social Sciences, Mathematical Methods"
"FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE","0015-1920","0015-1920","CHARLES UNIV-PRAGUE","C/O DATAKONEKT S R O, VINOHRADSKA 49, PO BOX 6, PRAGUE 2, CZECH REPUBLIC, 120 00","Multi-Language","Business, Finance"
"FINANCE RESEARCH LETTERS","1544-6123","1544-6131","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Business, Finance"
"FINANCIAL ANALYSTS JOURNAL","0015-198X","1938-3312","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Business, Finance"
"FINANCIAL INNOVATION","2199-4730","2199-4730","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Business, Finance | Social Sciences, Mathematical Methods"
"FINANCIAL MANAGEMENT","0046-3892","1755-053X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Business, Finance"
"FINANZARCHIV","0015-2218","1614-0974","MOHR SIEBECK","PO BOX 2040, TUBINGEN, GERMANY, 72010","English","Economics | Business, Finance"
"FIRST LANGUAGE","0142-7237","1740-2344","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Psychology, Development | Linguistics"
"FISCAL STUDIES","0143-5671","1475-5890","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics | Business, Finance"
"FOCAAL-JOURNAL OF GLOBAL AND HISTORICAL ANTHROPOLOGY","0920-1297","1558-5263","BERGHAHN JOURNALS","20 JAY ST, SUITE 512, BROOKLYN, USA, NY, 11201","English","Anthropology"
"FOCUS ON AUTISM AND OTHER DEVELOPMENTAL DISABILITIES","1088-3576","1538-4829","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Psychology, Development | Rehabilitation | Education, Special"
"FOLIA LINGUISTICA","0165-4004","1614-7308","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","Multi-Language","Linguistics"
"FOLIA PHONIATRICA ET LOGOPAEDICA","1021-7762","1421-9972","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009","Multi-Language","Rehabilitation"
"FOOD AND DRUG LAW JOURNAL","1064-590X","1064-590X","FOOD DRUG LAW INST","1000 VERMONT AVE NW, SUITE 1200, WASHINGTON, USA, DC, 20005-4903","English","Law"
"FOOD CULTURE & SOCIETY","1552-8014","1751-7443","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Sociology"
"FOOD POLICY","0306-9192","1873-5657","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Economics"
"FORBES","0015-6914","0015-6914","FORBES INC","60 FIFTH AVE, NEW YORK, USA, NY, 10011","English","Business, Finance"
"FORDHAM LAW REVIEW","0015-704X","0015-704X","FORDHAM UNIV, SCHOOL LAW","140 W 62ND STREET, NEW YORK, USA, NY, 10023","English","Law"
"FOREIGN AFFAIRS","0015-7120","","COUNCIL FOREIGN RELAT IONS INC","HAROLD PRATT HOUSE, 58 E 68TH ST, NEW YORK, USA, NY, 10065","English","International Relations"
"FOREIGN LANGUAGE ANNALS","0015-718X","1944-9720","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Linguistics | Education & Educational Research"
"FOREIGN POLICY ANALYSIS","1743-8586","1743-8594","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","International Relations"
"FOREST POLICY AND ECONOMICS","1389-9341","1872-7050","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Environmental Studies | Economics"
"FORUM-A JOURNAL OF APPLIED RESEARCH IN CONTEMPORARY POLITICS","2194-6183","1540-8884","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Political Science"
"FORUM DER PSYCHOANALYSE","0178-7667","1437-0751","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","Multi-Language","Psychology, Psychoanalysis"
"FRENCH CULTURAL STUDIES","0957-1558","1740-2352","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Cultural Studies"
"FRENCH HISTORY","0269-1191","1477-4542","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","History"
"FRONTIERS-A JOURNAL OF WOMEN STUDIES","0160-9009","1536-0334","UNIV NEBRASKA PRESS","1111 LINCOLN MALL, LINCOLN, USA, NE, 68588-0630","English","Women'S Studies"
"FRONTIERS IN PSYCHIATRY","1664-0640","1664-0640","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015","English","Psychiatry"
"FRONTIERS IN PSYCHOLOGY","1664-1078","1664-1078","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015","English","Psychology, Multidisciplinary"
"FRONTIERS IN PUBLIC HEALTH","2296-2565","2296-2565","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015","English","Public, Environmental & Occupational Health"
"FUNCTIONS OF LANGUAGE","0929-998X","1569-9765","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","English","Linguistics"
"FUTURE OF CHILDREN","1054-8289","1550-1558","PRINCETON UNIV","277 WALLACE HALL, PRINCETON, USA, NJ, 08544","English","Family Studies | Health Policy & Services | Social Sciences, Interdisciplinary"
"FUTURES","0016-3287","1873-6378","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Regional & Urban Planning | Economics"
"GACETA SANITARIA","0213-9111","1578-1283","ELSEVIER","685 ROUTE 202-206, BRIDGEWATER, USA, NJ, 08807","Spanish, English","Public, Environmental & Occupational Health | Health Policy & Services"
"GAIA-ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY","0940-5550","2625-5413","OEKOM VERLAG GMBH","WALTHERSTR 29, MUNICH, GERMANY, 80337","Multi-Language","Environmental Studies"
"GAMES AND CULTURE","1555-4120","1555-4139","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Cultural Studies | Communication"
"GAMES AND ECONOMIC BEHAVIOR","0899-8256","1090-2473","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Economics"
"GAMES FOR HEALTH JOURNAL","2161-783X","2161-7856","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","English","Rehabilitation | Public, Environmental & Occupational Health"
"GASTROENTEROLOGY NURSING","1042-895X","1538-9766","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Nursing"
"GEDRAG & ORGANISATIE","0921-5077","1875-7235","UITGEVERIJ LEMMA B V","POSTBUS 85576, DEN HAAG, NETHERLANDS, 2508 CG","Dutch","Psychology, Social | Psychology, Applied"
"GENDER AND EDUCATION","0954-0253","1360-0516","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Education & Educational Research"
"GENDER AND HISTORY","0953-5233","1468-0424","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","History | Women'S Studies"
"GENDER AND LANGUAGE","1747-6321","1747-633X","EQUINOX PUBLISHING LTD","415, THE WORKSTATION, 15 PATERNOSTER ROW, SHEFFIELD, ENGLAND, S1 2BX","English","Linguistics | Women'S Studies"
"GENDER IN MANAGEMENT","1754-2413","1754-2421","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","English","Women'S Studies | Business | Management"
"GENDER PLACE AND CULTURE","0966-369X","1360-0524","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Women'S Studies | Geography"
"GENDER & SOCIETY","0891-2432","1552-3977","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Sociology | Women'S Studies"
"GENDER WORK AND ORGANIZATION","0968-6673","1468-0432","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Women'S Studies | Management"
"GENERAL HOSPITAL PSYCHIATRY","0163-8343","1873-7714","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Psychiatry"
"GENERATIONS-JOURNAL OF THE AMERICAN SOCIETY ON AGING","0738-7806","0738-7806","AMER SOC AGING","833 MARKET ST, STE 511, SAN FRANCISCO, USA, CA, 94103-1824","English","Gerontology"
"GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE","1018-5895","1468-0440","PALGRAVE MACMILLAN LTD","BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS","English","Business, Finance"
"GENEVA RISK AND INSURANCE REVIEW","1554-964X","1554-9658","PALGRAVE MACMILLAN LTD","BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS","English","Economics | Business, Finance"
"GEODETSKI VESTNIK","0351-0271","1581-1328","ASSOC SURVEYORS SLOVENIA","ZEMLJEMERSKA 12, LJUBLJANA, SLOVENIA, SI-1000","Slovenian, English","Geography"
"GEOFORUM","0016-7185","1872-9398","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","Multi-Language","Geography"
"GEOGRAFIE","1212-0014","1212-0014","CZECH GEOGRAPHIC SOC","CHARLES UNIV, DEPT SOC GEOGRAPHY & REGIONAL DEV, FAC SCIENCE, ALBERTOV 6, PRAGUE 2, CZECH REPUBLIC, 128 43","Czech","Geography"
"GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY","0435-3684","1468-0467","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Geography"
"GEOGRAFISK TIDSSKRIFT-DANISH JOURNAL OF GEOGRAPHY","0016-7223","1903-2471","ROYAL DANISH GEOGRAPHICAL SOC","OSTER VOLDGADE 10, COPENHAGEN K, DENMARK, DK 1350","English","Environmental Studies | Geography"
"GEOGRAPHICAL ANALYSIS","0016-7363","1538-4632","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Geography"
"GEOGRAPHICAL JOURNAL","0016-7398","1475-4959","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","Multi-Language","Geography"
"GEOGRAPHICAL RESEARCH","1745-5863","1745-5871","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Geography"
"GEOGRAPHICAL REVIEW","0016-7428","1931-0846","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Geography"
"GEOGRAPHY","0016-7487","2043-6564","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Geography"
"GEOGRAPHY COMPASS","1749-8198","1749-8198","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Geography"
"GEOPOLITICS","1465-0045","1557-3028","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Political Science | Geography"
"GEORGETOWN LAW JOURNAL","0016-8092","0016-8092","GEORGETOWN LAW JOURNAL ASSOC","600 NEW JERSEY AVE N W, WASHINGTON, USA, DC, 20001","English","Law"
"GEORGE WASHINGTON LAW REVIEW","0016-8076","0016-8076","GEORGE WASHINGTON UNIV","2000 H STREET N W, WASHINGTON, USA, DC, 20052","English","Law"
"GERIATRIC NURSING","0197-4572","1528-3984","MOSBY-ELSEVIER","360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710","English","Nursing | Gerontology"
"GERIATRICS & GERONTOLOGY INTERNATIONAL","1444-1586","1447-0594","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Gerontology"
"GERMAN ECONOMIC REVIEW","1465-6485","1468-0475","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Economics"
"GERMAN HISTORY","0266-3554","1477-089X","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","History"
"GERMAN JOURNAL OF HUMAN RESOURCE MANAGEMENT-ZEITSCHRIFT FUR PERSONALFORSCHUNG","2397-0022","2397-0030","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","Multi-Language","Psychology, Applied | Management"
"GERMAN POLITICS","0964-4008","1743-8993","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Political Science"
"GERMAN STUDIES REVIEW","0149-7952","2164-8646","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","Multi-Language","Area Studies"
"GERONTOLOGIST","0016-9013","1758-5341","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Gerontology"
"GESTION Y POLITICA PUBLICA","1405-1079","2448-9182","CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS","CARRETERA MEXICO-TOLUCA 3655, LOMAS DE SANTA FE, MEXICO, 01210 D F","Spanish","Public Administration"
"GESTURE","1568-1475","1569-9773","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","English","Linguistics"
"GESUNDHEITSWESEN","0941-3790","1439-4421","GEORG THIEME VERLAG KG","RUDIGERSTR 14, STUTTGART, GERMANY, D-70469","Multi-Language","Public, Environmental & Occupational Health"
"GIFTED CHILD QUARTERLY","0016-9862","1934-9041","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Psychology, Educational | Education, Special"
"GLOBAL ECONOMIC REVIEW","1226-508X","1744-3873","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Economics"
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","0959-3780","1872-9495","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Environmental Studies | Geography"
"GLOBAL ENVIRONMENTAL POLITICS","1526-3800","1536-0091","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","English","Environmental Studies | Political Science | International Relations"
"GLOBAL FINANCE JOURNAL","1044-0283","1873-5665","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Business, Finance"
"GLOBAL GOVERNANCE","1075-2846","1942-6720","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","English","International Relations"
"GLOBAL HEALTH ACTION","1654-9880","1654-9880","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Public, Environmental & Occupational Health"
"GLOBAL HEALTH PROMOTION","1757-9759","1757-9767","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Public, Environmental & Occupational Health"
"GLOBAL HEALTH-SCIENCE AND PRACTICE","2169-575X","2169-575X","JOHNS HOPKINS CENTER COMMUNICATION PROGRAMS-CCP","KNOWLEDGE SUCCESS PROJECT, 111 MARKET PLACE, STE 310, BALTIMORE, United States, MD, 21202","English","Public, Environmental & Occupational Health"
"GLOBALIZATION AND HEALTH","1744-8603","1744-8603","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Public, Environmental & Occupational Health"
"GLOBALIZATIONS","1474-7731","1474-774X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Social Sciences, Interdisciplinary | International Relations"
"GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS","1470-2266","1471-0374","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Anthropology | Sociology | Geography"
"GLOBAL POLICY","1758-5880","1758-5899","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Political Science | International Relations"
"GLOBAL PUBLIC HEALTH","1744-1692","1744-1706","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Public, Environmental & Occupational Health"
"GLOBAL STRATEGY JOURNAL","2042-5791","2042-5805","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Management"
"GLOSSA-A JOURNAL OF GENERAL LINGUISTICS","2397-1835","2397-1835","UBIQUITY PRESS LTD","Unit 3.22, East London Works, 65-75 Whitechapel Road, LONDON, England, E1 1DU","English","Linguistics"
"GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES","1064-2684","1527-9375","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","English","Social Sciences, Interdisciplinary"
"GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS","0952-1895","1468-0491","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Political Science | Public Administration"
"GOVERNMENT AND OPPOSITION","0017-257X","1477-7053","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Political Science"
"GOVERNMENT INFORMATION QUARTERLY","0740-624X","1872-9517","ELSEVIER INC","525 B STREET, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Information Science & Library Science"
"GROUP DECISION AND NEGOTIATION","0926-2644","1572-9907","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Social Sciences, Interdisciplinary | Management"
"GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE","1089-2699","1930-7802","EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC","750 FIRST ST, NE, WASHINGTON, USA, DC, 20002-4242","English","Psychology, Social"
"GROUP & ORGANIZATION MANAGEMENT","1059-6011","1552-3993","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Management | Psychology, Applied"
"GROUP PROCESSES & INTERGROUP RELATIONS","1368-4302","1461-7188","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Psychology, Social"
"GROWTH AND CHANGE","0017-4815","1468-2257","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Development Studies | Regional & Urban Planning"
"GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK","0017-4947","2196-7989","VANDENHOECK & RUPRECHT GMBH & CO KG","VIENNA UNIV PRESS, ROBERT BOSCH BREITE 6, GOTTINGEN, GERMANY, D-37079","Multi-Language","Psychology, Clinical"
"HABITAT INTERNATIONAL","0197-3975","1873-5428","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Environmental Studies | Urban Studies | Regional & Urban Planning | Development Studies"
"HACIENDA PUBLICA ESPANOLA-REVIEW OF PUBLIC ECONOMICS","0210-1173","2386-4176","INST ESTUDIOS FISCALES","AVDA CARDENAL HERRERA ORIA, 378, MADRID, SPAIN, 28035","English, Spanish","Economics"
"HAGUE JOURNAL ON THE RULE OF LAW","1876-4045","1876-4053","SPRINGER WIEN","SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201","English","Law"
"HAHR-HISPANIC AMERICAN HISTORICAL REVIEW","0018-2168","1527-1900","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","English","History"
"HARM REDUCTION JOURNAL","1477-7517","1477-7517","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Substance Abuse"
"HARVARD BUSINESS REVIEW","0017-8012","0017-8012","HARVARD BUSINESS SCHOOL PUBLISHING CORPORATION","300 NORTH BEACON STREET, WATERTOWN, USA, MA, 02472","English","Business | Management"
"HARVARD CIVIL RIGHTS-CIVIL LIBERTIES LAW REVIEW","0017-8039","1943-5061","HARVARD LAW SCHOOL","PUBLICATIONS CTR, CAMBRIDGE, USA, MA, 02138","English","Law"
"HARVARD EDUCATIONAL REVIEW","0017-8055","1943-5045","HARVARD GRADUATE SCHOOL EDUCATION","8 STORY STREET, 1ST FLOOR, CAMBRIDGE, USA, MA, 02138-3752","English","Education & Educational Research"
"HARVARD ENVIRONMENTAL LAW REVIEW","0147-8257","0147-8257","HARVARD LAW SCHOOL","PUBLICATIONS CTR, CAMBRIDGE, USA, MA, 02138","English","Environmental Studies | Law"
"HARVARD INTERNATIONAL LAW JOURNAL","0017-8063","2153-2494","HARVARD LAW SCHOOL","PUBLICATIONS CTR, CAMBRIDGE, USA, MA, 02138","English","Law"
"HARVARD JOURNAL OF LAW AND PUBLIC POLICY","0193-4872","0193-4872","HARVARD SOC LAW PUBLIC POLICY","HARVARD LAW SCHOOL, CAMBRIDGE, USA, MA, 02138","English","Law"
"HARVARD JOURNAL ON LEGISLATION","0017-808X","1943-507X","HARVARD LAW SCHOOL","PUBLICATIONS CTR, CAMBRIDGE, USA, MA, 02138","English","Law"
"HARVARD LAW REVIEW","0017-811X","2161-976X","HARVARD LAW REV ASSOC","GANNETT HOUSE, 1511 MASSACHUSETTS AVE, CAMBRIDGE, USA, MA, 02138","English","Law"
"HARVARD REVIEW OF PSYCHIATRY","1067-3229","1465-7309","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Psychiatry"
"HASTINGS CENTER REPORT","0093-0334","1552-146X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Ethics | Social Sciences, Biomedical"
"HASTINGS LAW JOURNAL","0017-8322","0017-8322","UNIV CALIF","HASTINGS COLLEGE LAW 200 MCALLISTER ST, SAN FRANCISCO, USA, CA, 94102","English","Law"
"HAU-JOURNAL OF ETHNOGRAPHIC THEORY","2575-1433","2049-1115","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Anthropology"
"HEALTH","1363-4593","1461-7196","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Social Sciences, Biomedical | Public, Environmental & Occupational Health"
"HEALTH AFFAIRS","0278-2715","0278-2715","PROJECT HOPE","7500 OLD GEORGETOWN RD, STE 600, BETHESDA, USA, MD, 20814-6133","English","Health Policy & Services"
"HEALTH AND HUMAN RIGHTS","1079-0969","2150-4113","HARVARD UNIV PRESS","79 GARDEN ST, CAMBRIDGE, USA, MA, 02138","English","Public, Environmental & Occupational Health"
"HEALTH AND QUALITY OF LIFE OUTCOMES","1477-7525","1477-7525","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Health Policy & Services"
